fico,aprv_flag,amtfinanced_1req,collateral_dlrinput_newused_1req,pti_1req,ltv_1req,p12_reh7120_a,p12_bcx7110_a,p12_all7170_a,p12_aut7110_a,p12_all7120_a,p12_all7937_a,p12_bcc8120_a,p12_iln7410_a,p12_rev1300_a,p12_all8150_a,p12_bca8370_a,p12_all7517_a,p12_iln8220_a,p12_all6250_a,p12_aua8151_a,p12_rtr7110_a,p12_pil8120_a,p12_aua0300_a,p12_all7938_a,p12_bcc3456_a,p12_all8370_a,p12_aua8220_a,p12_als1300_a,p12_aua6200_a,p12_all2427_a,p12_alm6200_a,p12_all6971_a,clntr9437_a,clact9429_a,clall5010_a,clall2434_a,cloil0214_a,cltra4405_a,clact9428_a,bad_flag,Gender,Race
758,1,26850,USED,8.86,84.12,0,,0,86,126,100,42,100,2,,11,25,82,1,,,,1,100,,37,10,3,1,0,1,1,,,,,,,,0,Male,White
792,0,38486,NEW,7.87,99.62,44,20,0,54,98,100,13,33,27,,131,0,191,1,,2,,3,100,7,123,191,36,1,0,1,1,,,,,,,,0,Male,Black
831,1,22000,USED,7.11,97.35,48,11,0,,48,100,1,,16,,105,11,,1,,3,,0,100,5,111,,19,,0,1,1,,,,,,,,0,Female,White
645,1,16246,USED,4.45,99.21,102,102,0,95,102,73,70,20,8,14,58,17,172,1,,46,140,4,67,0,60,172,13,1,0,30,400,0,0,0,,,,0,0,Male,White
632,1,73668,USED,11.22,100.53,97,63,1,46,97,47,2,11,5,19,47,29,124,30,34,97,,9,47,0,44,124,13,60,0,400,1,1,1,,,,,1,0,Male,White
810,1,14048,USED,15.17,99.99,77,10,0,,77,100,53,0,10,,107,20,108,1,,9,10,1,100,1,70,83,13,1,0,1,1,,,,,,,,0,Male,White
661,1,11337,USED,7.27,134.17,89,89,29,,89,80,78,0,7,59,121,0,156,400,,,47,1,88,0,101,47,10,1,0,400,1,,,,,,,,0,Male,White
821,1,21191,NEW,2.07,49.59,2,0,0,,94,100,14,50,11,,45,0,64,1,,,,2,100,7,43,64,14,1,0,1,1,,,,,,,,0,Male,White
656,0,16566,USED,4.29,116.85,83,50,0,94,100,100,24,43,3,19,25,67,33,60,,83,1,6,77,0,13,33,10,1,0,90,1,5,11,,,,,8,0,Female,White
703,1,41888,USED,15.09,88.63,81,27,0,,81,100,1,,4,16,27,20,,30,,0,,0,80,0,26,,4,,0,30,1,,,,,,,,0,Female,Other
565,0,27754,NEW,9.42,103.67,,,0,,110,40,,100,,,,0,49,1,,,,0,0,,49,,,,0,400,1,,,,,,,,1,Female,Black
715,0,30222,NEW,20.23,108.21,83,,0,81,114,100,,100,4,,,25,68,1,,83,15,1,100,,20,24,6,1,0,1,1,0,0,,,,,0,0,Female,White
705,1,25735,USED,12.97,107.23,0,,0,,85,100,,0,3,66,,0,152,1,66,0,119,2,100,,45,98,6,30,0,30,1,,,,,,,,0,Male,Other
686,1,56089,USED,13.55,110.9,100,88,0,,100,85,4,8,17,,24,27,132,400,,0,18,9,79,0,20,123,30,400,0,400,1,1,2,0,,,,0,0,Undefined,Hispanic
704,1,22497,USED,6.71,113.07,97,33,0,8,97,100,4,33,42,,56,17,96,1,,8,,3,100,6,59,96,45,1,0,1,1,,,,,,,,0,Female,Other
516,0,36645,USED,7.49,107.01,0,,0,82,174,91,10,83,2,23,8,0,132,400,23,,,5,88,,68,71,6,30,0,400,1,0,0,,,,,0,0,Male,White
641,1,24509,USED,7.66,107.61,95,89,0,,95,100,28,,18,,51,5,,1,,22,,0,100,1,47,,19,,0,1,1,0,0,,,,,0,0,Female,White
685,1,15000,USED,5.75,54.55,0,,0,,119,80,,30,0,9,,0,221,1,,0,15,1,86,,77,170,8,1,0,120,30,,,,,,,,0,Male,Other
618,1,43270,USED,19.47,121.97,100,100,26,40,100,33,77,33,2,,71,0,178,1,,74,,3,33,0,49,178,6,1,0,400,1,,,,,,,,,Male,White
614,1,54816,USED,10,121.81,14,3,17,92,100,67,2,19,6,14,23,50,120,400,14,,1,3,48,1,17,120,15,400,0,400,1,1,1,1579,,,,1,0,Male,White
874,1,34514,USED,4.18,104.81,11,5,0,,79,100,89,33,8,,103,0,227,1,,0,132,1,100,2,111,39,12,1,0,1,1,,,,,,,,0,Female,White
720,1,49332,USED,7.46,120.68,65,55,0,59,97,92,3,25,10,,26,44,276,400,,0,,11,92,0,27,171,21,400,0,400,1,6,12,,,,,1,0,Undefined,White
701,1,31950,USED,13.77,113.2,49,22,0,,49,57,3,0,4,,4,75,174,1,,,174,0,57,0,48,,6,,0,400,1,2,2,,,,,0,0,Female,Hispanic
692,0,16644,USED,11.48,110.96,79,66,0,85,85,100,3,100,3,,7,75,13,1,,0,,1,100,0,8,13,4,1,0,1,1,0,0,,,,,0,0,Female,White
778,1,19805,NEW,8.28,65.47,15,4,0,40,96,100,37,50,10,68,56,0,105,30,,2,,3,100,0,51,94,14,1,0,90,1,,,,,,,,0,Male,White
698,0,30057,USED,6.94,111.74,0,0,,,0,100,2,0,1,,2,100,47,400,,,,1,67,0,6,47,2,1,0,400,1,2,2,,,,,1,0,Female,White
668,1,17144,USED,6.31,66.14,0,0,24,97,97,86,19,25,4,53,19,60,107,1,53,0,86,3,86,0,20,107,7,60,0,400,1,,,,,,,,0,Male,White
690,1,24498,USED,9.07,98.01,102,102,0,,102,71,47,0,12,,90,0,174,1,,0,86,0,75,1,52,,13,,0,400,1,1,4,,,,,4,0,Undefined,Asian
701,1,26355,USED,12.3,114.84,23,23,0,,107,100,9,33,1,75,9,50,81,30,,,13,0,100,0,36,,2,,0,30,1,,,,,,,,0,Male,White
849,1,39113,NEW,10,125.26,30,6,0,56,88,100,19,14,33,,112,16,146,1,,0,9,3,100,7,60,146,62,1,0,1,1,0,0,2444,0,,0,0,0,Undefined,White
677,1,22601,USED,14.06,98.27,67,65,10,,96,80,41,43,11,56,52,25,182,1,57,0,182,4,75,1,69,101,16,30,0,400,1,,,,,,,,0,Undefined,White
760,0,22479,USED,11.44,114.84,7,7,0,,7,100,12,,1,,12,100,,1,,,,0,100,0,12,,1,,0,1,1,,,,,,,,1,Male,Other
508,0,32573,USED,1.96,85.72,89,16,7,,104,24,31,0,13,6,28,0,46,400,13,0,46,3,15,0,26,37,16,400,0,400,400,0,0,0,,,,0,1,Male,White
654,1,49539,USED,6.9,108.88,80,64,0,55,91,83,133,44,5,0,93,0,181,30,,19,13,3,80,0,103,93,14,1,0,120,30,0,0,5144,0,,0,0,0,Male,White
644,0,45278,USED,20.44,98.07,40,40,0,87,87,40,17,13,1,57,18,0,180,400,56,,72,8,40,0,48,180,8,400,0,400,1,2,2,1222,,,,0,0,Male,White
558,0,15280,USED,5.29,105.56,96,94,0,,98,78,16,100,5,6,31,25,7,60,,50,7,0,78,0,20,,7,,0,120,120,1,1,,,,,0,0,Female,White
626,1,5499,USED,4.16,69.61,93,52,6,,93,87,13,67,15,7,46,7,249,1,,11,11,1,88,0,51,117,20,1,0,400,120,,,,,,,,0,Male,White
764,0,12441,USED,3.74,62.21,20,17,0,,20,100,6,,5,,13,60,,1,,0,,0,100,0,13,,5,,0,1,1,,,,,,,,0,Female,White
621,0,21929,NEW,6.04,119.58,,,74,,43,40,94,10,0,76,27,100,123,400,,,7,7,57,0,10,88,19,1,0,400,400,1,1,,,,,1,0,Undefined,Hispanic
885,0,23690,USED,12.42,105.24,3,1,0,43,43,100,59,100,15,,178,0,35,1,,,,1,100,7,117,35,18,1,0,1,1,,,,,,,,0,Male,White
658,1,21304,USED,7.76,82.57,100,100,0,63,100,67,169,25,5,33,169,0,138,1,,49,4,2,70,0,80,138,9,1,0,400,1,0,0,,,,,0,0,Female,White
573,0,25692,NEW,11.17,109.17,98,83,0,93,137,86,21,30,11,29,34,7,185,400,,75,15,5,87,0,42,185,18,400,0,400,400,0,0,,,,,0,1,Male,Black
652,1,16175,USED,5.48,118.72,96,73,0,57,102,100,7,60,11,37,30,35,173,30,37,71,6,4,95,0,29,74,21,30,0,400,1,1,2,,,,,0,0,Male,White
568,1,17356,USED,6.14,102.4,,,84,68,68,14,81,11,2,24,12,0,163,400,,,81,5,13,,49,163,8,400,0,400,1,0,0,,,,,0,0,Female,Other
816,1,38720,NEW,13.18,90.66,0,0,0,30,30,100,21,50,4,,25,0,31,1,,,,2,100,1,20,31,6,1,0,1,1,,,,,,,,0,Male,Hispanic
827,1,10184,NEW,2.9,25.9,4,2,0,,4,100,244,,4,,315,0,,1,,,,0,100,2,230,,4,,0,1,1,,,,,,,,0,Male,White
715,1,74200,USED,10.16,96.05,0,0,0,69,90,92,29,14,15,,90,11,171,1,,0,19,15,95,3,35,171,36,400,0,400,1,,,,,,,,0,Male,Hispanic
844,1,28174,USED,6.51,108.02,6,0,0,,94,100,1,25,7,,60,25,137,1,,,74,3,100,2,44,137,13,1,0,1,1,,,,,,,,0,Female,Other
659,1,34785,NEW,11.43,93.84,88,88,0,62,88,63,9,22,2,,9,50,60,1,,28,20,3,73,0,13,47,11,1,0,1,400,0,0,,,,,0,0,Male,White
760,1,10666,USED,7.58,56.43,0,0,,,0,100,26,,2,,64,0,,1,,,,0,100,0,64,,2,,0,1,1,,,,,,,,0,Female,White
579,0,33685,USED,7.23,106.95,,,53,63,63,33,329,50,1,,307,0,70,1,,,,1,50,,106,31,2,1,0,400,1,1,2,,,,,0,1,Male,White
694,1,35138,NEW,7.93,104.2,60,28,0,96,96,95,1,50,21,14,22,82,84,1,,33,11,2,91,0,23,42,27,1,0,400,1,2,2,,,,,1,0,Female,White
632,1,19616,USED,1.78,93.38,,,1,51,95,57,199,25,0,20,154,0,195,1,,,,4,29,0,109,195,5,400,0,400,1,0,0,,,,,0,0,Female,Black
713,1,28197,USED,4.85,117.12,31,0,0,63,100,100,67,40,7,14,109,18,106,1,15,29,38,8,89,1,55,106,18,30,0,60,1,,,,,,,,0,Female,White
727,1,13947,USED,11.08,166.53,76,41,0,,113,100,25,13,15,38,80,0,143,1,,76,98,6,100,2,57,143,25,1,0,400,1,,,,,,,,0,Undefined,White
640,1,19376,USED,8.49,127.47,95,84,0,,105,100,32,100,9,,52,10,90,1,,0,,0,100,0,59,,9,,0,1,1,0,0,,,,,0,0,Male,Black
783,1,42437,NEW,7.35,106.92,4,2,0,,4,100,3,,6,,21,33,,1,,,,0,100,3,21,,6,,0,1,1,,,,,,,,0,Male,White
808,1,9663,USED,10.02,42.97,1,1,0,,1,100,85,,3,,61,0,,1,,,,0,100,1,55,,3,,0,1,1,,,,,,,,0,Male,Hispanic
570,0,44405,NEW,9.49,103.89,85,53,47,,85,33,8,33,6,44,22,40,96,400,,20,96,2,31,0,38,85,8,400,0,400,120,,,,,,,,0,Male,Black
625,0,17968,USED,7.35,99.68,35,26,0,,35,40,7,,3,7,22,33,,60,,,,0,36,0,20,,3,,0,60,30,0,0,,,,,0,0,Female,White
531,0,28753,USED,10.94,124.47,91,71,1,64,109,56,3,21,3,28,10,56,152,400,,0,6,3,50,0,28,86,12,400,0,400,400,10,23,0,,,,19,0,Female,Other
582,0,18225,USED,2.33,101.26,95,74,4,74,145,95,11,77,5,8,27,6,108,1,,,37,2,95,0,58,106,10,1,0,400,60,1,1,,,,,0,0,Female,Hispanic
787,1,35309,NEW,11.63,86.68,5,3,0,61,99,100,25,50,3,,31,20,88,1,,,15,2,100,2,23,45,8,1,0,1,1,0,0,,,,,0,0,Male,White
709,1,24764,USED,10.27,86.53,10,10,0,82,82,50,86,100,4,8,38,0,16,30,8,,,1,50,1,36,16,5,30,0,30,30,,,,,,,,0,Male,White
883,0,39326,NEW,8.63,90.02,8,3,0,3,59,100,3,100,11,,157,7,72,1,,0,,1,100,6,121,72,17,1,0,1,1,,,,,,,,0,Female,White
825,1,14887,USED,2.89,74.44,27,4,0,,91,100,109,0,10,,111,0,137,1,,,32,2,100,1,57,137,17,1,0,1,1,,,,,,,,0,Male,Other
695,1,36018,USED,9.66,77.13,100,0,0,,100,83,16,33,5,5,87,20,86,1,,50,24,1,89,1,71,86,8,1,0,30,30,0,0,,,,,0,0,Female,Hispanic
597,0,18788,USED,11.71,111.57,28,,0,49,52,80,22,100,2,17,6,67,69,400,17,,12,1,60,,36,43,3,30,0,400,400,1,1,,,,,1,0,Male,White
762,1,34469,NEW,13.52,145.7,81,64,0,66,81,100,91,33,13,,189,0,84,1,,,,3,100,1,100,84,16,1,0,1,1,,,,,,,,0,Male,White
583,0,10522,USED,3.11,102.65,15,15,0,,15,40,0,0,2,9,3,100,11,60,,,11,0,40,0,3,,2,,1,400,400,3,3,4454,,,,0,,Male,White
549,0,21744,USED,5.75,94.54,96,,2,,115,33,48,100,6,13,35,0,55,60,,85,18,0,31,0,65,,7,,0,400,1,0,0,,,,,0,0,Male,Hispanic
740,0,19301,USED,8.84,60.32,97,97,0,76,97,100,178,40,1,30,204,25,127,1,,,,5,100,1,92,127,8,1,0,30,1,,,,,,,,0,Male,Hispanic
744,1,29920,NEW,11.06,76.68,69,69,0,,96,100,130,0,1,,130,0,151,1,,,151,1,100,1,49,98,4,1,0,1,1,,,,,,,,0,Male,White
729,1,33263,USED,6.34,114.74,15,8,0,,61,100,26,50,9,,49,0,67,1,,7,27,0,100,2,42,,11,,0,1,1,0,0,,,,,0,0,Female,Hispanic
774,1,19695,USED,11.35,84.98,0,0,,,0,50,41,,5,,58,0,,1,,0,,0,56,0,60,,5,,0,1,1,1,2,,,,,0,0,Undefined,White
840,1,32003,USED,7.3,117.77,8,1,0,74,98,100,37,14,11,,95,0,192,1,,,192,6,100,3,51,187,21,1,0,1,1,,,,,,,,0,Female,Black
641,1,19817,USED,14.56,102.64,29,29,0,,123,100,4,33,4,,4,67,136,1,,19,100,0,100,0,34,,7,,0,400,1,,,,,,,,0,Male,White
777,1,19184,USED,9.88,104.4,23,2,0,71,99,100,0,17,12,43,36,20,184,1,,5,,3,100,2,47,106,18,1,0,30,1,,,,,,,,0,Male,Asian
505,0,26190,NEW,10.41,97.18,0,0,93,40,40,4,11,6,3,3,11,50,161,1,3,,,2,4,0,48,132,3,60,0,400,400,0,0,,,,,0,0,Female,White
758,1,50861,NEW,4.86,89.56,65,26,0,90,96,100,20,19,20,,56,20,108,1,,35,10,11,100,4,40,102,36,1,0,1,1,,,,,,,,0,Female,Black
639,1,46804,NEW,11.69,108.71,90,45,0,91,106,79,56,11,6,6,80,14,201,1,,10,70,9,67,0,75,109,18,1,0,90,30,2,3,,,,,1,0,Male,White
638,1,30453,NEW,15.8,106.94,0,,0,31,31,50,,50,1,,,0,58,1,,0,,2,50,,35,58,3,1,0,400,1,,,,,,,,1,Male,White
766,1,67984,NEW,10.52,119.03,75,8,0,3,98,100,21,50,25,17,73,6,140,1,,17,,5,96,5,61,140,33,1,0,30,1,,,,,,,,0,Female,White
668,1,24856,USED,12.25,119.07,50,0,0,,50,94,28,0,13,,57,17,30,1,,10,13,0,95,2,33,,18,,0,400,1,,,,,,,,0,Male,White
659,1,30286,USED,2.74,100.53,70,43,0,73,91,89,17,33,9,13,73,17,199,30,13,,,6,70,0,46,199,15,30,0,400,1,1,1,,,,,0,0,Female,White
590,0,43327,USED,6.86,116.12,97,92,0,97,116,94,6,94,2,4,12,28,111,30,4,,4,3,94,0,26,77,8,400,0,400,30,3,4,0,,,,3,0,Female,White
585,0,23810,NEW,5.91,108.56,114,104,0,,114,71,6,67,2,,29,25,59,1,,,,1,71,0,30,59,3,1,0,400,1,,,,,,,,0,Female,Black
606,0,30885,USED,10.28,105.41,85,85,64,,85,36,36,33,2,31,33,0,144,400,,,,2,33,0,32,64,4,400,0,400,400,1,1,0,,,0,0,0,Female,White
805,1,28254,USED,7.95,94.18,3,0,0,,101,100,51,75,15,,76,15,158,1,,1,,2,100,1,62,158,19,1,0,1,1,,,,,,,,0,Male,Hispanic
509,0,31467,NEW,10.92,131.5,105,104,4,13,211,50,18,88,1,5,17,0,165,400,13,35,,2,14,0,42,132,2,60,0,400,400,0,0,644,1,0,,0,,Male,White
748,1,30278,USED,10.63,99.27,19,19,0,92,92,75,10,50,3,,10,50,42,1,,,42,1,75,0,16,17,5,1,0,400,1,0,0,,,,,0,0,Male,White
750,1,20085,USED,6.59,123.22,51,39,0,,51,100,39,0,6,67,68,25,91,1,,27,83,2,100,0,52,91,8,1,0,30,1,,,,,,,,0,Male,White
713,1,33129,NEW,7.26,116.95,89,18,0,94,94,100,14,25,5,,13,40,39,1,,0,39,3,100,0,11,38,9,1,0,1,1,0,0,,,,,0,0,Female,Other
722,0,13870,USED,10.13,107.95,55,,0,88,97,100,56,100,2,,28,33,12,1,,,,1,100,1,22,12,4,1,0,1,1,0,0,,,,,0,0,Undefined,White
673,1,17833,USED,17.65,122.56,79,79,0,,79,73,175,0,8,10,175,17,138,30,,0,90,5,73,0,51,138,16,400,0,400,400,,,,,,,,0,Male,White
558,0,22794,USED,13.05,93.04,,,0,,156,40,,60,1,,,0,194,1,,,86,0,0,,115,,5,,0,400,400,5,8,,,,,2,0,Male,Hispanic
609,0,16803,USED,4.96,89.5,43,27,0,,43,50,33,,2,8,36,0,,30,,0,,0,50,0,32,,2,,0,400,400,0,0,,,,,0,0,Male,Black
620,0,51260,USED,5.87,109.06,94,94,1,85,94,75,18,10,2,17,20,50,129,400,55,,4,10,82,0,10,95,28,400,0,400,1,3,3,,,,,0,0,Female,White
611,1,33480,NEW,10.06,123.62,54,41,0,84,168,80,15,43,5,66,15,0,141,400,,39,54,4,75,0,28,81,8,400,0,400,400,0,0,,,,,0,0,Female,Other
815,1,47147,USED,13.03,121.51,0,0,0,35,35,100,51,25,3,,69,0,186,1,,,,4,100,0,50,186,7,1,0,1,1,,,,,,,,0,Male,White
704,1,10739,USED,8.15,147.62,98,98,0,,100,100,24,4,10,,24,43,127,1,,13,8,3,100,0,12,101,38,400,0,400,1,1,1,,,,,0,0,Male,Hispanic
756,1,45736,NEW,15.91,117.49,65,25,0,62,65,100,6,10,9,40,181,14,194,1,,23,110,7,100,1,95,194,18,1,0,120,1,,,,,,,,0,Male,Other
757,0,11311,USED,7,125.72,1,1,0,97,97,100,15,50,1,,15,50,22,1,,,,2,100,0,10,12,3,1,0,1,1,1,2,,,,,0,0,Female,Black
705,1,47992,USED,12.35,102.78,34,11,0,86,86,100,14,33,8,22,34,0,65,1,22,0,,3,91,1,32,65,10,30,0,30,1,1,1,,,,,0,0,Female,White
786,1,11317,USED,5.95,55.22,0,0,0,,97,100,20,0,17,69,59,0,123,1,69,0,110,3,100,0,65,123,22,30,0,30,1,,,,,,,,0,Undefined,Other
768,1,6438,USED,3.22,114.45,45,26,0,,100,100,22,25,20,,106,11,105,1,,,,4,100,5,78,105,25,1,0,1,1,,,,,,,,0,Female,White
598,0,39691,NEW,11.48,89.17,71,69,22,,83,89,54,0,12,21,99,0,99,60,78,3,,1,83,0,84,99,12,60,0,120,120,,,,,,,,0,Male,Hispanic
642,1,35586,USED,14.64,101.97,,,0,87,87,100,,14,,,,0,51,1,,,39,4,100,,12,39,7,1,0,1,1,4,4,,,,,0,0,Male,Other
697,1,38330,USED,9.98,79.04,,,,,,100,,0,,,,,99,1,,,,2,100,,51,65,2,1,0,1,1,,,,,,,,0,Undefined,Hispanic
624,1,38220,USED,15.23,93.62,76,40,0,30,76,50,3,33,3,12,73,50,70,1,12,,,3,71,2,53,70,5,30,0,400,30,,,,,,,,0,Male,White
653,1,27619,USED,9.4,89.6,89,89,0,,89,80,93,,4,73,48,0,,60,,0,,0,80,0,34,,4,,0,400,1,0,0,,,,,0,0,Undefined,White
816,1,15202,USED,7.37,102.37,42,3,0,65,84,100,47,100,11,,166,20,32,1,,22,16,1,100,1,92,32,13,1,0,1,1,,,,,,,,0,Male,White
777,1,18198,USED,7.62,98.37,36,36,0,75,75,100,3,100,2,,3,67,22,1,,0,,1,100,0,12,22,3,1,0,1,1,0,0,,,,,0,0,Female,White
699,0,40829,USED,17.34,113.42,68,44,0,100,100,88,3,75,3,,10,83,25,1,,,,2,88,0,11,25,5,1,0,1,1,0,0,,,,,0,0,Undefined,Other
,0,20170,USED,7.22,106.16,,,,,,0,83,0,0,78,11,,104,120,,,,1,33,,15,104,1,1,0,400,400,0,0,,,,,0,1,Male,Hispanic
789,0,52156,NEW,12.02,129.83,0,,,,0,100,108,0,3,,64,0,170,1,,0,170,2,100,,42,170,5,1,0,1,1,,,,,,,,0,Female,Black
616,1,21641,USED,12.03,92.2,55,39,62,44,55,40,1,33,8,,38,25,88,1,,19,,1,45,0,47,48,9,1,0,400,1,,,,,,,,0,Undefined,White
687,1,15300,USED,5.15,69.58,89,13,0,85,197,100,20,71,5,,42,6,207,1,,89,115,6,100,0,87,163,13,1,0,400,1,,,,,,,,0,Female,Black
785,1,42050,NEW,7.19,70.92,0,0,0,,68,100,19,0,7,,42,0,81,1,,,,0,100,2,39,,8,,0,1,1,,,,,,,,0,Male,Hispanic
779,1,27549,NEW,9.59,94.48,0,0,0,73,103,100,8,100,2,,8,10,82,1,,0,,1,100,1,46,16,3,1,0,1,1,,,,,,,,0,Female,Black
675,1,36273,USED,10.6,110.25,89,45,0,99,99,100,22,38,7,40,48,33,153,30,,66,4,3,100,1,46,144,13,1,0,30,1,15,16,0,,,,2,0,Female,Black
818,1,21931,USED,6.82,72.14,36,13,0,47,97,100,22,25,19,,138,0,145,1,,1,16,4,100,4,91,145,32,1,0,1,1,0,0,,,,,0,0,Male,White
827,1,41411,NEW,14.01,108.39,55,2,0,,100,100,21,75,9,,66,10,60,1,,0,1,2,100,5,47,60,15,1,0,1,1,0,0,,,,,0,0,Male,Hispanic
642,1,26606,USED,5.47,98.19,74,37,0,83,85,92,8,43,11,7,16,23,118,400,7,,25,5,80,0,24,118,17,30,0,400,30,2,3,6722,0,1,0,2,0,Male,Black
642,0,39572,USED,7.26,106.95,19,,0,,19,33,50,0,2,,17,0,52,1,,,,1,33,,28,52,3,1,0,400,400,0,0,,,,,0,0,Female,Black
709,0,15705,USED,6.11,111.96,82,26,0,,82,100,0,100,6,,8,71,16,1,,9,16,0,100,2,8,,7,,0,1,1,,,,,,,,0,Male,Other
722,0,55841,NEW,11.55,128.94,61,43,0,70,91,100,9,13,10,,24,9,291,1,,6,,7,61,0,34,129,19,1,0,400,1,,,,,,,,0,Male,White
750,1,26905,USED,5.16,109.99,73,52,0,46,113,100,26,30,12,,83,0,197,1,,0,49,1,100,3,72,42,24,1,0,1,1,,,,,,,,0,Male,White
688,0,5212,USED,7.19,136.26,100,100,0,22,100,80,108,100,7,,108,0,42,1,,28,,1,80,0,73,42,8,1,0,1,400,,,,,,,,0,Male,Other
745,0,25047,USED,8.21,107.08,55,8,0,94,94,100,28,100,2,,28,67,45,1,,55,,1,100,0,23,6,3,1,0,1,1,,,,,,,,0,Male,White
708,1,24078,USED,7.52,127.57,10,10,0,,96,88,72,67,4,5,72,13,69,1,,0,10,0,88,0,37,,8,,0,30,30,1,1,9867,0,,0,0,0,Female,Hispanic
612,0,31703,USED,12.74,100.65,58,58,0,,58,33,6,0,1,4,122,100,82,400,4,,,1,33,0,96,82,2,120,0,400,30,0,0,,,,,0,,Male,Asian
824,1,27961,USED,6.06,88.51,48,4,0,,59,100,91,20,11,15,195,0,139,1,,48,,4,90,5,152,139,16,1,0,30,1,,,,,,,,0,Male,White
632,1,53255,USED,14.99,99.59,0,0,0,,116,100,11,17,11,66,8,89,91,400,,0,3,0,100,0,12,,14,,0,400,1,5,7,,,,,1,0,Male,White
794,1,14409,NEW,7.63,54.3,19,13,0,,19,100,22,0,15,13,59,0,63,1,,0,,1,91,2,75,63,16,1,0,30,1,,,,,,,,0,Male,Black
735,1,25324,USED,14.23,122.6,21,0,0,,21,100,67,0,3,15,67,20,90,60,47,14,,1,71,0,43,90,3,30,0,60,1,0,0,,,,,0,0,Male,Other
773,1,26935,USED,4.08,69.07,80,14,0,,89,100,1,20,30,20,81,17,207,1,,0,10,4,96,12,79,126,39,1,0,30,1,0,0,,,,,0,0,Female,Hispanic
685,0,28560,NEW,12.36,126.13,0,0,0,52,91,63,290,100,4,4,249,40,128,1,,0,10,1,63,1,66,49,6,1,0,60,400,1,1,12569,0,,0,1,0,Female,White
667,0,61429,USED,10.91,89.86,99,83,0,84,99,50,6,11,3,,11,50,119,1,,0,101,1,50,0,5,16,12,1,0,400,1,,,,,,,,0,Female,White
770,1,9809,USED,7.3,101.91,11,2,0,,11,100,29,,5,,29,0,,1,,0,,0,100,1,32,,5,,0,1,1,,,,,,,,0,Male,White
788,1,40157,NEW,9,88.05,25,18,0,,25,100,27,,4,,59,0,,1,,,,0,100,2,59,,4,,0,1,1,,,,,,,,0,Male,Hispanic
586,0,22440,USED,6.5,92.92,,,37,61,61,33,,14,2,,,0,138,400,,,15,1,43,,43,20,4,1,0,400,1,2,2,,,,,0,1,Male,White
605,0,27356,USED,8.52,98.67,72,72,22,90,90,40,27,10,10,,23,57,167,400,,24,76,6,41,0,28,126,15,400,0,400,1,5,9,0,,,,1,0,Female,White
534,0,18950,USED,9.52,98.31,,,24,101,124,67,46,83,0,,9,33,80,400,,,,2,22,0,42,51,2,400,0,400,400,12,19,1326,,,,9,1,Male,Hispanic
808,1,24998,NEW,11.42,66.04,21,0,0,,94,100,3,,3,,41,25,,1,,21,,0,100,0,41,,4,,0,1,1,,,,,,,,0,Female,Hispanic
808,1,35000,NEW,30.67,62.74,4,1,0,,4,100,19,,8,,35,0,,1,,,,0,100,4,35,,8,,0,1,1,,,,,,,,0,Female,Hispanic
703,1,36220,NEW,12.39,118.97,75,75,0,,75,100,110,100,2,,75,33,29,1,,0,,1,75,0,47,29,3,1,0,400,1,0,0,,,,,0,0,Female,Hispanic
573,0,11369,USED,4.65,103.35,93,92,7,80,93,46,19,50,6,9,26,0,86,30,80,62,,2,43,0,32,86,7,30,0,400,400,0,0,,,,,0,0,Undefined,Black
780,0,26741,USED,22.62,90.42,4,3,0,,101,100,1,80,5,,23,67,81,1,,0,60,0,100,0,28,,6,,0,1,1,0,0,,,,,0,0,Male,Black
748,1,12706,USED,6.34,71.72,0,0,0,,68,90,50,100,2,3,50,0,129,1,,0,,1,90,0,86,35,3,1,0,30,30,,,,,,,,0,Male,Black
782,1,24071,USED,9.37,82.79,9,9,0,,88,100,35,73,2,,35,0,70,1,,,,0,100,1,46,,2,,0,1,1,,,,,,,,0,Male,Hispanic
655,1,54665,NEW,2.05,109.78,97,93,0,69,100,93,35,36,10,3,132,7,163,30,,82,5,4,86,4,82,129,33,1,0,30,30,0,0,3172,0,,0,0,0,Male,Black
791,1,16049,USED,4.46,140.17,20,14,0,,99,100,5,75,9,,42,56,51,1,,0,,4,100,2,34,51,16,1,0,1,1,,,,,,,,0,Male,White
724,1,46258,NEW,9.93,94.5,,,0,40,76,100,,22,2,,,0,140,1,,,32,6,100,,51,140,12,1,0,120,1,,,,,,,,0,Male,White
682,1,7533,USED,5.69,39.65,61,61,0,,61,80,51,0,8,13,43,33,162,30,,35,25,2,70,0,26,105,14,1,0,30,1,,,,,,,,0,Female,Hispanic
767,1,26299,USED,14.21,104.46,9,7,0,92,92,100,7,100,2,,14,33,19,1,,,,1,100,0,15,19,3,1,0,1,1,,,,,,,,0,Female,Hispanic
737,1,30258,NEW,12.07,113.81,13,13,0,,13,100,15,0,3,,15,0,52,1,,1,18,0,100,0,11,,14,,0,1,1,,,,,,,,1,Female,Black
653,1,22789,USED,9.11,109.3,99,98,1,19,99,75,35,33,9,,147,13,86,1,,0,,3,75,0,101,86,11,400,0,400,400,,,,,,,,0,Male,Other
743,1,7773,USED,1.48,42.61,5,5,0,99,99,100,19,50,1,,19,50,15,1,,,,2,100,0,12,15,3,1,0,1,1,,,,,,,,0,Male,White
